Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews,churn,spend,tenure,frequency,order_gap_days,complaint_score,sent_slope,sent_avg,micro_risk_score,pagerank_score,churn_neighbor_ratio,degree_centrality,churn_score,risk,domain
25,Female,Single,Student,No Income,Post Graduate,3,12.9551,77.6593,560017,Food delivery apps, Web browser,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Neutral,Neutral,Neutral,Maybe,Important,Moderately Important,Moderately Important,Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Yes,"Best service, Crazy drivers !",0,0,7,3,10.0,2,-0.41768172913017443,0.2337180513990858,0.27355575860387643,0.006459735311122767,0.3884189114204832,0.03864260332859558,2.1,LOW,Food
24,Male,Single,Employee,Below Rs.10000,Graduate,2,12.9551,77.6593,560017,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Very Important,Important,Important,Important,Important,Important,Important,Yes,I have no problem with delivery service. BEST service !,0,5000,6,2,10.0,1,-0.43338127229588574,0.12045682342086472,0.22474616726254965,0.008696028737037292,0.08472538722271451,0.28512890129686064,0.4,LOW,Food
23,Female,Single,Employee,10001 to 25000,Graduate,6,12.9551,77.6593,560017,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Disagree,Disagree,Strongly disagree,Agree,Yes,Important,Very Important,Important,Moderately Important,Important,Important,Very Important,Important,Yes,I have good experience with swiggy. No issues,0,17500,5,6,15.0,2,0.0017763753166358393,-0.20621411097188522,0.46460672939918995,0.002756018699038376,0.5096712297065961,0.2740134362476365,0.8,LOW,Food
22,Male,Single,Student,No Income,Graduate,2,12.957,77.5637,560018,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Neutral,Neutral,Agree,Yes,Important,Important,Important,Important,Important,Very Important,Very Important,Important,No,They really need to delivery fast,1,0,4,2,15.0,4,0.17372737692313045,0.4600738256079854,0.6056120353753875,0.006358126712326946,0.6030736472988159,0.2029761973694955,98.0,HIGH,Food
26,Male,Married,Self Employeed,More than 50000,Post Graduate,3,12.957,77.5637,560018,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Yes,Weekdays (Mon-Fri),60 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,No,Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Important,Very Important,No,Not happy with the food quality when it is delivered,1,60000,8,3,10.0,2,-0.2520025159279685,0.395765068920379,0.5260887153167086,0.006544254935902795,0.6946536356749016,0.2366683587199771,98.4,HIGH,Food
26,Male,Single,Employee,Below Rs.10000,Post Graduate,1,12.957,77.5637,560018,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Neutral,Neutral,Yes,Important,Very Important,Important,Very Important,Slightly Important,Moderately Important,Moderately Important,Important,Yes,"Tracking system needs to be improved, sometimes the delivery guy is still and doesn't show his movements",0,5000,8,1,10.0,3,-0.08559149783296477,0.03614067703119321,0.491995699600826,0.0052763841337979825,0.2845009195151475,0.2891669534685075,1.3,LOW,Food
25,Female,Married,Self Employeed,25001 to 50000,Post Graduate,3,12.957,77.5637,560018,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Neutral,Agree,Agree,Yes,Important,Important,Very Important,Important,Moderately Important,Important,Important,Moderately Important,No,"If delivery gets slow, I tend to give poor ratings on delivery ",1,37500,7,3,10.0,4,-0.21425215811923715,-0.16116645786588482,0.2452819810100892,0.0042405304724917265,0.7210280021168496,0.2225036002110757,99.6,HIGH,Food
29,Female,Married,Employee,More than 50000,Graduate,3,12.957,77.5637,560018,Food delivery apps, Walk-in,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly disagree,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Moderately Important,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Important,Moderately Important,No,I want both delivery to be quick as well as food quality to be good,1,60000,11,3,15.0,4,0.09180052251204746,0.3193711683319198,0.6653419446124182,0.009534376160640047,0.6815476372255653,0.10172768310548956,99.8,HIGH,Food
23,Male,Single,Student,Below Rs.10000,Graduate,3,12.8652,77.524,560109,Direct call, Walk-in,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly disagree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,Disagree,Agree,Maybe,Important,Moderately Important,Important,Moderately Important,Very Important,Very Important,Important,Important,Yes,Paid but never received it. No fresh and over paid compared to buying it directly ,0,5000,5,3,15.0,4,0.01581475040915689,0.17518943499444178,0.6208146311989136,0.008347648967791886,0.19829581572280094,0.22651533628272355,0.1,LOW,Food
22,Female,Single,Employee,25001 to 50000,Graduate,4,12.9698,77.75,560066,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly disagree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Agree,Agree,Strongly disagree,Strongly disagree,Yes,Slightly Important,Very Important,Unimportant,Important,Very Important,Important,Very Important,Moderately Important,Yes,NIL,0,37500,4,4,15.0,3,-0.17327816925012113,-0.4792509037660191,0.6510765466598134,0.0023987859744043546,0.09222915280883767,0.1885097387097563,0.2,LOW,Food
22,Male,Single,Student,No Income,Graduate,2,12.9889,77.5741,560020,Food delivery apps, Walk-in,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Neutral,Agree,Agree,Agree,Yes,Important,Very Important,Very Important,Important,Important,Very Important,Important,Important,No,NIL,1,0,4,2,10.0,4,0.031886613017966636,0.07280789760623804,0.4093216611900709,0.0010073537170580695,0.5724454898364552,0.06949888085637469,97.6,HIGH,Food
32,Female,Married,House wife,No Income,School,5,12.9889,77.5741,560020,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Maybe,Weekend (Sat & Sun),60 minutes,Agree,Disagree,Neutral,Agree,Neutral,Yes,Important,Moderately Important,Moderately Important,Very Important,Important,Moderately Important,Moderately Important,Important,Yes,All good with the service.,0,0,14,5,10.0,2,0.07862693153848403,0.20481432482975243,0.566254174040293,0.003323057899624421,0.12357168008844467,0.1735852321044434,0.1,LOW,Food
28,Male,Married,Employee,More than 50000,Post Graduate,1,12.9925,77.5633,560021,Food delivery apps, Walk-in,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Very Important,Very Important,Moderately Important,Important,Important,Slightly Important,Important,Slightly Important,Yes,"I love zomato's service 
-from a premium member",0,60000,10,1,15.0,2,0.4107267975987976,-0.25987791459510157,0.3186608951815549,0.004805503007014409,0.20678893976911292,0.2877557086553421,0.6,LOW,Food
22,Male,Single,Student,No Income,Post Graduate,2,12.977,77.5773,560009,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Very Important,Moderately Important,Important,Important,Important,Very Important,Very Important,Yes,NIL,0,0,4,2,10.0,4,0.004970331166571834,0.1759373571349772,0.21211553357264076,0.002459241985199028,0.1363340693673085,0.28703917152530156,0.1,LOW,Food
25,Male,Single,Employee,10001 to 25000,Graduate,2,12.9757,77.5586,560023,Food delivery apps, Web browser,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Important,Important,Very Important,Important,Yes,"I love swiggy service, followed by zomato",0,17500,7,2,10.0,4,-0.41734070951615004,-0.48192899410311574,0.20808622934245874,0.0040403764252006456,0.23480928830069808,0.11492969162721911,2.5,LOW,Food
26,Female,Married,Employee,25001 to 50000,Post Graduate,2,12.9757,77.5586,560023,Food delivery apps, Web browser,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,No,Weekend (Sat & Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Neutral,No,Slightly Important,Moderately Important,Moderately Important,Important,Important,Moderately Important,Moderately Important,Important,No,Food quality is reducing when it gets delivered,1,37500,8,2,10.0,4,-0.7104477597736994,0.6344744400048683,0.3011074711809826,0.0071251442894573105,0.41170412152075453,0.27795419242797975,99.4,HIGH,Food
31,Male,Married,Self Employeed,More than 50000,School,6,13.0487,77.5923,560024,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Important,Important,Important,Important,Important,Important,Yes,My family is satisfied with food delivery. But I worry about the quality and hygiene,0,60000,13,6,15.0,4,0.44527837966937484,0.5991799940237728,0.3994279092835932,0.0076538123179646055,0.4204441731463152,0.07755595401342524,2.0,LOW,Food
24,Male,Single,Student,No Income,Post Graduate,3,13.0487,77.5923,560024,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),45 minutes,Neutral,Disagree,Neutral,Neutral,Disagree,No,Important,Important,Very Important,Important,Important,Moderately Important,Important,Important,No,I had bad experiences in delivered food,1,0,6,3,15.0,1,0.21709971623498908,-0.0010069337211859042,0.37500133374238664,0.00836542364685488,0.5645380573564245,0.11038387733688772,94.0,HIGH,Food
24,Male,Single,Employee,25001 to 50000,Post Graduate,2,12.9662,77.6068,560025,Food delivery apps, Web browser,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Neutral,Agree,Agree,Yes,Important,Important,Important,Important,Moderately Important,Important,Important,Important,Yes,Marvelous service by swiggy and zomato,0,37500,6,2,10.0,2,-0.10385576398478019,0.24538173513562928,0.42682232735415826,0.008327768215610674,0.10241294893365645,0.06772876724641662,0.2,LOW,Food
31,Female,Married,Employee,More than 50000,Ph.D,5,12.9662,77.6068,560025,Food delivery apps, Walk-in,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Sweets,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Strongly disagree,Maybe,Weekdays (Mon-Fri),60 minutes,Agree,Neutral,Neutral,Disagree,Disagree,No,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Important,Important,Moderately Important,Moderately Important,Yes,I don't bother much about delivery unless the food is good,0,60000,13,5,10.0,3,-0.16495619634079633,-0.86396878631995,0.21559433641321812,0.0039050043039424295,0.39178968815416254,0.1096240200007161,0.2,LOW,Food
26,Male,Single,Employee,25001 to 50000,Graduate,2,12.9343,77.6044,560029,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly disagree,Agree,Agree,Neutral,Strongly disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Important,Moderately Important,Important,Important,Slightly Important,Moderately Important,Important,Important,Yes,Swiggy delivery people are polite and fast as well,0,37500,8,2,15.0,4,0.38843328767266067,-0.3625390641061331,0.5361551471339407,0.005795222961846243,0.4520102943109746,0.28374710912044254,3.3,LOW,Food
24,Female,Married,Self Employeed,More than 50000,Graduate,2,12.9343,77.6044,560029,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Moderately Important,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,"Time doesn't bother me, But rating does. I order at high rated restaurants. preferably 4+ ratings",0,60000,6,2,10.0,1,-0.3821137046130464,-0.017511568060851926,0.2664044612188868,0.007641307056608903,0.2714090255225717,0.06327129026555639,3.8,LOW,Food
22,Female,Single,Student,No Income,Graduate,3,12.9343,77.6044,560029,Food delivery apps, Web browser,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Important,Important,Important,Very Important,Important,Important,Yes,NIL,0,0,4,3,10.0,1,-0.3184181056867479,-0.32885320857074374,0.47114948342692375,0.006510530749448307,0.020846140083972963,0.06977530826075903,0.2,LOW,Food
19,Male,Single,Student,No Income,Graduate,6,12.9442,77.6076,560030,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Important,Important,Important,Important,Yes,I have no trouble with delivery of startup services,0,0,1,6,10.0,2,0.14299803840671332,0.38575859305226357,0.20843014177755642,0.00621874227635829,0.47627549573380484,0.1022418487228717,0.3,LOW,Food
25,Male,Married,Employee,More than 50000,Post Graduate,6,12.9442,77.6076,560030,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Important,Very Important,Important,Important,Important,Important,Yes,My family prefers good quality food so I order at highly rated restaurants,0,60000,7,6,15.0,2,-0.16838153685787688,0.8989186122991976,0.42422807882127794,0.008310476207252135,0.4331485428906358,0.25907078023106056,3.0,LOW,Food
23,Female,Married,House wife,No Income,School,6,12.9442,77.6076,560030,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Neutral,No,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Important,Important,Very Important,Very Important,Yes,NIL,0,0,5,6,10.0,2,-0.051536560016021395,-0.3706458877717208,0.5753365147458456,0.009506975114273477,0.03824858567886817,0.09502699237535135,0.4,LOW,Food
23,Female,Single,Student,No Income,Graduate,2,13.0298,77.6047,560032,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Important,Important,Moderately Important,Moderately Important,Slightly Important,Important,Important,No,I had bad experience with delivery. It could be due to location.,1,0,5,2,10.0,5,-0.3490328695573538,-0.2349853616340771,0.4153585519508979,0.009078728824512855,0.3657566461480468,0.11730057576771219,47.1,MEDIUM,Food
23,Male,Single,Student,No Income,Post Graduate,2,12.9261,77.6221,560034,Food delivery apps, Web browser,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Very Important,Important,Important,Very Important,Important,Important,Yes,Brilliant execution with the delivery process,0,0,5,2,15.0,3,0.05127236463968006,0.19417934732397213,0.6246349610987003,0.0034317453268429324,0.4562273711572193,0.14909949761972108,0.4,LOW,Food
24,Male,Single,Student,No Income,Post Graduate,5,12.9621,77.5376,560104,Food delivery apps, Direct call,Breakfast, Snacks,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Maybe,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Very Important,Important,Moderately Important,Slightly Important,Very Important,Important,Very Important,Very Important,Yes,Nil,0,0,6,5,10.0,2,0.372244558394115,0.7444464593998483,0.4632104326446903,0.002079076069774487,0.3804286141069886,0.24625303737569718,1.7,LOW,Food
22,Female,Single,Employee,25001 to 50000,Graduate,4,12.8845,77.6036,560076,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,Yes,NIL,0,37500,4,4,15.0,4,-0.02282452792947634,-0.38894972501596126,0.5443003142454105,0.0035960202234814175,0.08644746823350236,0.11368079914135376,0.1,LOW,Food
26,Male,Married,Employee,More than 50000,Graduate,4,12.9048,77.6821,560036,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Important,Important,Slightly Important,Moderately Important,Important,Important,Yes,"My home is near Phoenix marketcity, so time taken for delivery is less",0,60000,8,4,15.0,2,0.14318163798305733,0.1996144489227768,0.37650107203395894,0.008209240031658937,0.20476990256847324,0.21949138368735638,1.0,LOW,Food
25,Female,Single,Student,No Income,Ph.D,3,12.9048,77.6821,560036,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,No,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Yes,I'm quite satisfied with the service,0,0,7,3,15.0,1,-0.6650516303093068,0.8285195403252436,0.5297578993031224,0.003846066504046224,0.02654020537550328,0.2446864097954202,5.0,LOW,Food
20,Male,Single,Student,No Income,Graduate,2,12.9261,77.6221,560034,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Very Important,Very Important,Important,Yes,I had no issues as per my experience. But heard delivery people are sometimes rude,0,0,2,2,15.0,2,-0.06461552057903538,-0.560703659271707,0.3158745673836,0.0076913605893203195,0.5353551674159244,0.013455462760042478,0.4,LOW,Food
29,Male,Married,Employee,25001 to 50000,Graduate,4,12.9261,77.6221,560034,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Important,Moderately Important,Important,Important,Very Important,Very Important,Very Important,Very Important,No,I had few health issues after consuming delivered food. Restaurants need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of food,1,37500,11,4,10.0,4,-0.5529690810878614,-0.41242768273833286,0.5206657620367493,0.006331504625236385,0.669976298326312,0.263949347255341,99.9,HIGH,Food
